status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,pd_estimate,LGD,EAD,stage,ecl
2,9,2,6,1199,1,4,4,2,1,4,2,67,3,2,2,4,2,2,2,1,0.6146179418752964,0.66,1199,Stage 2,486.3717621235971
3,24,2,2,2892,1,5,3,1,1,4,4,51,3,3,1,3,2,1,2,1,0.4893875257397807,0.48,2892,Stage 1,339.674093865467
2,36,3,0,2862,2,5,4,3,1,3,4,30,3,3,1,3,2,1,2,1,0.7123336696792096,0.435,2862,Stage 2,886.8340487405256
1,9,2,0,654,1,3,4,3,1,3,3,28,3,2,1,2,2,1,2,0,0.7095879567314354,0.5700000000000001,654,Stage 3,372.78000000000003
2,9,4,6,1136,4,5,4,3,1,3,4,32,3,3,2,3,1,1,2,0,0.3811910937137616,0.345,1136,Stage 3,391.91999999999996
2,24,2,1,4113,3,2,3,2,1,4,3,28,3,1,1,3,2,1,2,0,0.4562757195974243,0.48,4113,Stage 3,1974.24
2,6,2,0,14555,5,1,1,3,1,2,2,23,3,2,1,1,2,2,2,0,0.3198045323680021,0.48,14555,Stage 3,6986.4
1,15,0,0,950,1,5,4,3,1,3,3,33,3,1,2,3,1,1,2,0,0.9351642393618563,0.5700000000000001,950,Stage 3,541.5000000000001
1,24,4,0,1199,1,5,4,3,1,4,3,60,3,2,2,2,2,1,2,0,0.6123174315665618,0.5700000000000001,1199,Stage 3,683.4300000000001
1,12,0,0,1082,1,3,4,3,1,4,3,48,1,2,2,3,2,1,2,0,0.9125537864638273,0.5700000000000001,1082,Stage 3,616.7400000000001
2,30,2,0,2150,1,3,4,2,3,2,4,24,1,2,1,3,2,1,2,0,0.8326234933113221,0.48,2150,Stage 3,1032.0
2,36,4,0,2820,1,2,4,1,1,4,3,27,3,2,2,3,2,1,2,0,0.8724355512289418,0.5700000000000001,2820,Stage 3,1607.4
2,48,2,3,3060,1,4,4,3,1,4,1,28,3,2,2,3,2,1,2,0,0.6300485616692594,0.75,3060,Stage 3,2295.0
1,18,2,3,2600,1,3,4,3,1,4,4,65,3,3,2,3,2,1,2,0,0.6564394016333888,0.48,2600,Stage 3,1248.0
4,21,0,0,5003,5,3,1,2,1,4,2,29,1,2,2,3,2,2,2,0,0.5064107184909138,0.48,5003,Stage 3,2401.44
2,60,2,6,6288,1,3,4,3,1,4,4,42,3,3,1,3,2,1,2,0,0.9120478780739458,0.48,6288,Stage 3,3018.24
4,24,3,0,2538,1,5,4,3,1,4,3,47,3,2,2,2,1,1,2,0,0.41580040557623454,0.5700000000000001,2538,Stage 3,1446.66
4,9,2,3,1478,1,4,4,3,1,2,3,22,3,2,1,3,2,1,2,0,0.20679956049557857,0.5700000000000001,1478,Stage 3,842.46
2,39,4,3,4933,1,4,2,3,3,2,1,25,3,2,2,3,2,1,2,0,0.27073550708582306,0.75,4933,Stage 3,3699.75
4,18,4,0,1530,1,3,3,3,1,2,2,32,1,2,2,3,2,1,2,0,0.3814328848113766,0.66,1530,Stage 3,1009.8000000000001
2,9,1,0,1437,2,4,2,3,1,3,4,29,3,2,1,3,2,1,2,0,0.6489746682937082,0.435,1437,Stage 3,625.095
1,15,2,4,1275,5,3,4,2,1,2,3,24,3,1,1,3,2,1,2,0,0.7103631238814372,0.38999999999999996,1275,Stage 3,497.24999999999994
1,24,2,3,1823,1,1,4,3,1,2,3,30,2,2,1,4,1,1,2,0,0.8119121692006411,0.5700000000000001,1823,Stage 3,1039.1100000000001
1,9,2,0,1422,1,2,3,3,1,2,4,27,3,3,1,4,2,2,2,0,0.7739806276020424,0.48,1422,Stage 3,682.56
1,18,2,4,1217,1,3,4,4,1,3,1,47,3,2,1,2,2,2,2,0,0.6239954015969754,0.75,1217,Stage 3,912.75
1,36,2,0,9271,1,4,2,3,1,1,3,24,3,2,1,3,2,2,2,0,0.8626686150972089,0.5700000000000001,9271,Stage 3,5284.47
1,36,3,9,2145,1,4,2,3,1,1,3,24,3,2,2,3,2,2,2,0,0.6977019505626811,0.5700000000000001,2145,Stage 3,1222.65
1,36,2,0,1842,1,2,4,2,1,4,3,34,3,2,1,3,2,2,2,0,0.877406405957488,0.5700000000000001,1842,Stage 3,1049.94
2,18,3,2,4297,1,5,4,1,1,3,4,40,3,2,1,4,2,2,2,0,0.7139610413267912,0.48,4297,Stage 3,2062.56
1,6,4,2,3384,1,3,1,1,1,4,1,44,3,1,1,4,2,2,2,0,0.5522812120345186,0.75,3384,Stage 3,2538.0
2,18,4,3,1245,1,3,4,4,1,2,3,33,3,2,1,3,2,1,2,0,0.44813147307930534,0.5700000000000001,1245,Stage 3,709.6500000000001
4,15,2,6,4623,2,3,3,3,1,2,2,40,3,2,1,4,2,2,2,0,0.31964012112391127,0.615,4623,Stage 3,2843.145
2,30,4,2,8386,1,4,2,3,1,2,2,49,3,2,1,3,2,1,2,0,0.42429544884008963,0.66,8386,Stage 3,5534.76
1,24,3,3,1024,1,2,4,4,1,4,1,48,2,2,1,3,2,1,2,0,0.6485889898597296,0.75,1024,Stage 3,768.0
2,36,2,0,14318,1,5,4,3,1,2,4,57,3,3,1,4,2,2,2,0,0.9002972548602306,0.48,14318,Stage 3,6872.639999999999
2,6,1,6,433,4,2,4,2,1,2,2,24,1,1,1,3,1,1,2,0,0.8866667605550955,0.525,433,Stage 3,227.32500000000002
1,12,1,3,2149,1,3,4,1,1,1,4,29,3,3,1,3,2,1,2,0,0.9174194501532582,0.48,2149,Stage 3,1031.52
4,24,2,3,2397,3,5,3,3,1,2,3,35,1,2,2,3,2,2,2,0,0.2156260356365215,0.48,2397,Stage 3,1150.56
2,6,1,0,931,2,2,1,2,1,1,2,32,2,2,1,2,2,1,2,0,0.7484251514836148,0.615,931,Stage 3,572.5649999999999
2,15,3,5,1512,4,3,3,4,1,3,2,61,2,2,2,3,2,1,2,0,0.37952604982744687,0.525,1512,Stage 3,793.8000000000001
2,24,0,9,4241,1,3,1,3,1,4,1,36,3,2,3,2,2,2,2,0,0.6733306843822908,0.75,4241,Stage 3,3180.75
2,24,4,2,4736,1,2,2,2,1,4,3,25,1,2,1,2,2,1,2,0,0.6394512429756959,0.5700000000000001,4736,Stage 3,2699.5200000000004
2,15,0,0,1778,1,2,2,2,1,1,1,26,3,1,2,1,2,1,2,0,0.852465138204467,0.75,1778,Stage 3,1333.5
3,15,2,3,2327,1,2,2,2,1,3,1,25,3,2,1,2,2,1,2,0,0.2387184837577676,0.75,2327,Stage 3,1745.25
1,24,1,2,6872,1,2,2,1,1,1,2,55,1,2,1,3,2,2,2,0,0.9346227638151022,0.66,6872,Stage 3,4535.52
1,12,2,6,795,1,2,4,2,1,4,2,53,3,2,1,3,2,1,2,0,0.7521517353552264,0.66,795,Stage 3,524.7
3,30,3,9,1908,1,5,4,3,1,4,1,66,3,2,1,4,2,2,2,0,0.18761538463789562,0.75,1908,Stage 3,1431.0
2,36,0,9,1953,1,5,4,3,1,4,4,61,3,3,1,4,2,2,2,0,0.7825921380637846,0.48,1953,Stage 3,937.4399999999999
3,18,2,2,2864,1,3,2,3,1,1,1,34,3,2,1,2,1,1,2,0,0.23445992412721728,0.75,2864,Stage 3,2148.0
3,21,4,6,2319,1,2,2,1,1,1,3,33,3,1,1,3,2,1,2,0,0.6835289816923986,0.5700000000000001,2319,Stage 3,1321.8300000000002
1,24,2,0,915,5,5,4,2,1,2,3,29,1,2,1,3,2,1,2,0,0.7364115003943295,0.38999999999999996,915,Stage 3,356.84999999999997
3,24,2,0,947,1,4,4,3,1,3,4,38,1,3,1,3,1,1,2,0,0.632744440103493,0.48,947,Stage 3,454.56
1,24,2,0,1381,5,3,4,2,1,2,2,35,3,2,1,3,2,1,2,0,0.6560238018838489,0.48,1381,Stage 3,662.88
1,24,2,0,1285,5,4,4,2,1,4,4,32,3,1,1,3,2,1,2,0,0.7964277009055445,0.3,1285,Stage 3,385.5
1,24,2,0,1371,5,3,4,2,1,4,1,25,3,1,1,3,2,1,2,0,0.7366836831257106,0.57,1371,Stage 3,781.4699999999999
2,18,2,0,1042,5,3,4,2,1,2,2,33,3,2,1,3,2,1,2,0,0.4927650282604752,0.48,1042,Stage 3,500.15999999999997
1,12,2,0,900,5,3,4,4,1,2,3,23,3,2,1,3,2,1,2,0,0.6327382188929881,0.38999999999999996,900,Stage 3,350.99999999999994
1,24,2,0,1207,1,2,4,2,1,4,2,24,3,1,1,3,2,1,2,0,0.9113922817345569,0.66,1207,Stage 3,796.62
2,18,0,0,2278,2,2,3,2,1,3,3,28,3,2,2,3,2,1,2,0,0.8843617066983609,0.525,2278,Stage 3,1195.95
1,60,3,9,6836,1,5,3,3,1,4,4,63,3,2,2,3,2,2,2,0,0.828290692099604,0.48,6836,Stage 3,3281.2799999999997
1,24,2,2,3345,1,5,4,3,1,2,2,39,3,1,1,4,2,2,2,0,0.7633453214258321,0.66,3345,Stage 3,2207.7000000000003
1,6,1,6,1198,1,5,4,2,1,4,4,35,3,3,1,3,2,1,2,0,0.8859298490714589,0.48,1198,Stage 3,575.04
2,48,2,9,15672,1,3,2,3,1,2,3,23,3,2,1,3,2,2,2,0,0.8586322357024173,0.5700000000000001,15672,Stage 3,8933.04
1,60,2,9,7297,1,5,4,3,2,4,4,36,3,1,1,3,2,1,2,0,0.9642561872098274,0.48,7297,Stage 3,3502.56
4,18,2,5,1943,1,2,4,2,1,4,1,23,3,2,1,3,2,1,2,0,0.3493511225949456,0.75,1943,Stage 3,1457.25
1,18,2,3,3190,1,3,2,2,1,2,1,24,3,2,1,3,2,1,2,0,0.5820513009134827,0.75,3190,Stage 3,2392.5
2,9,1,1,5129,1,5,2,2,1,4,4,74,1,3,1,4,1,2,2,0,0.5040722174188792,0.48,5129,Stage 3,2461.92
4,18,3,2,1808,1,4,4,2,1,1,1,22,3,2,1,3,2,1,2,0,0.3128592948998147,0.75,1808,Stage 3,1356.0
3,10,2,0,1240,2,5,1,2,1,4,4,48,3,3,1,2,1,1,2,0,0.27339168251856494,0.435,1240,Stage 3,539.4
1,12,2,0,759,1,4,4,3,1,2,1,26,3,2,1,3,2,1,2,0,0.6466405219851616,0.75,759,Stage 3,569.25
2,8,2,2,1237,1,3,3,2,1,4,1,24,3,2,1,3,2,1,2,0,0.42393535050146725,0.75,1237,Stage 3,927.75
4,9,2,2,1980,1,2,2,2,2,2,3,19,3,1,2,3,2,1,2,0,0.6651549402775601,0.5700000000000001,1980,Stage 3,1128.6000000000001
2,48,2,3,10961,4,4,1,3,2,2,4,27,1,2,2,3,2,2,2,0,0.7884840972514573,0.345,10961,Stage 3,3781.5449999999996
1,36,3,6,6887,1,3,4,3,1,3,2,29,2,2,1,3,2,2,2,0,0.8785365387349217,0.66,6887,Stage 3,4545.42
1,24,2,3,1938,1,2,4,1,1,3,2,32,3,2,1,3,2,1,2,0,0.7955859631008251,0.66,1938,Stage 3,1279.0800000000002
1,21,2,3,1835,1,3,3,2,1,2,1,25,3,2,2,3,2,2,2,0,0.6441586564320227,0.75,1835,Stage 3,1376.25
1,24,3,3,1659,1,2,4,2,1,2,3,29,3,1,1,2,2,2,2,0,0.8217477360014243,0.5700000000000001,1659,Stage 3,945.6300000000001
2,6,3,0,1209,1,1,4,3,1,4,2,47,3,2,1,4,2,2,2,0,0.5021086254861344,0.66,1209,Stage 3,797.94
2,48,0,9,3844,2,4,4,3,1,4,4,34,3,3,1,2,1,1,2,0,0.8778235293253809,0.435,3844,Stage 3,1672.14
1,12,4,0,4843,1,5,3,3,2,4,2,43,3,1,2,3,2,2,2,0,0.768471367882045,0.66,4843,Stage 3,3196.38
2,12,2,5,639,1,3,4,3,1,2,3,30,3,2,1,3,2,1,2,0,0.49594308628995776,0.5700000000000001,639,Stage 3,364.23
2,48,2,3,5951,1,3,2,2,1,2,1,22,3,2,1,3,2,1,2,0,0.707314943900085,0.75,5951,Stage 3,4463.25
2,36,0,3,3804,1,3,4,2,1,1,3,42,3,2,1,3,2,2,2,0,0.8549262647398084,0.5700000000000001,3804,Stage 3,2168.28
4,36,3,3,4463,1,3,4,3,1,2,3,26,3,2,2,4,2,2,2,0,0.45827197829375343,0.5700000000000001,4463,Stage 3,2543.9100000000003
4,36,3,9,7980,5,2,4,3,1,4,3,27,3,1,2,3,2,2,2,0,0.4735408760886429,0.38999999999999996,7980,Stage 3,3112.2
3,36,2,3,4210,1,3,4,3,1,2,3,26,3,2,1,3,2,1,2,0,0.46000152481201995,0.5700000000000001,4210,Stage 3,2399.7000000000003
4,6,2,2,4611,1,2,1,2,1,4,2,32,3,2,1,3,2,1,2,0,0.21924867262885295,0.66,4611,Stage 3,3043.26
2,24,2,1,11560,1,3,1,2,1,4,3,23,3,1,2,4,2,1,2,0,0.7184895702777193,0.5700000000000001,11560,Stage 3,6589.200000000001
4,18,0,9,4165,1,3,2,3,1,2,3,36,2,2,2,3,1,1,2,0,0.6444572322354375,0.5700000000000001,4165,Stage 3,2374.05
2,24,2,2,4057,1,4,3,1,1,3,3,43,3,2,1,3,2,2,2,0,0.6761191095119983,0.5700000000000001,4057,Stage 3,2312.4900000000002
4,18,1,0,6458,1,5,2,3,1,4,4,39,1,2,2,4,1,2,2,0,0.7419697294146715,0.48,6458,Stage 3,3099.8399999999997
4,12,2,0,1386,3,3,2,2,1,2,2,26,3,2,1,3,2,1,2,0,0.26211686045031646,0.57,1386,Stage 3,790.02
1,36,2,6,1977,5,5,4,3,1,4,4,40,3,2,1,4,2,2,2,0,0.6137625873790784,0.3,1977,Stage 3,593.1
2,18,4,2,1928,1,2,2,3,1,2,1,31,3,2,2,2,2,1,2,0,0.3321605390661362,0.75,1928,Stage 3,1446.0
4,12,2,2,1123,3,3,4,2,1,4,3,29,3,1,1,2,2,1,2,0,0.3666132835654782,0.48,1123,Stage 3,539.04
2,24,2,10,11328,1,3,2,3,2,3,3,29,1,2,2,4,2,2,2,0,0.858383214085069,0.5700000000000001,11328,Stage 3,6456.960000000001
2,24,4,10,11938,1,3,2,3,2,3,3,39,3,2,2,4,1,2,2,0,0.7039041880245254,0.5700000000000001,11938,Stage 3,6804.660000000001
2,27,4,3,2520,3,3,4,3,1,2,2,23,3,2,2,2,2,1,2,0,0.3530289970395376,0.57,2520,Stage 3,1436.3999999999999
2,30,3,3,1919,2,2,4,3,1,3,4,30,2,2,2,4,2,1,2,0,0.705388570081791,0.435,1919,Stage 3,834.765
2,60,1,10,14782,2,5,3,2,1,4,4,60,1,3,2,4,2,2,2,0,0.9697148831699859,0.435,14782,Stage 3,6430.17
2,36,2,3,2671,2,3,4,2,2,4,4,50,3,3,1,3,2,1,2,0,0.7692502032726097,0.435,2671,Stage 3,1161.885
2,36,2,6,12612,2,3,1,3,1,4,4,47,3,3,1,3,1,2,2,0,0.774176579111893,0.435,12612,Stage 3,5486.22
2,45,2,3,3031,2,3,4,3,3,4,2,21,3,1,1,3,2,1,2,0,0.5644849309234712,0.615,3031,Stage 3,1864.065
1,12,1,3,626,1,3,4,2,1,4,1,24,1,2,1,2,2,1,2,0,0.8128204283756985,0.75,626,Stage 3,469.5
2,24,4,9,1935,1,5,4,1,1,4,1,31,3,2,2,3,2,2,2,0,0.530261038333232,0.75,1935,Stage 3,1451.25
3,24,4,0,1344,5,4,4,3,1,2,1,37,1,2,2,2,1,1,2,0,0.22413632448118848,0.57,1344,Stage 3,766.0799999999999
4,18,2,2,1533,1,2,4,4,2,1,2,43,3,2,1,2,1,1,2,0,0.5435686024620945,0.66,1533,Stage 3,1011.7800000000001
1,48,2,0,3931,1,4,4,3,1,4,4,46,3,3,1,3,1,1,2,0,0.9018813592804641,0.48,3931,Stage 3,1886.8799999999999
1,24,1,2,3349,3,2,4,3,1,4,4,30,3,3,1,3,1,2,2,0,0.8152002449884924,0.38999999999999996,3349,Stage 3,1306.11
1,36,2,3,2302,1,3,4,1,1,4,3,31,3,1,1,3,2,1,2,0,0.9109985205811997,0.5700000000000001,2302,Stage 3,1312.14
1,42,2,3,3965,1,2,4,3,1,3,3,34,3,2,1,3,2,1,2,0,0.7878794698348326,0.5700000000000001,3965,Stage 3,2260.05
1,12,2,3,727,2,2,4,4,1,3,4,33,3,2,1,2,2,2,2,0,0.6048466489081998,0.435,727,Stage 3,316.245
4,48,2,9,3914,5,3,4,1,1,2,1,38,1,2,1,3,2,1,2,0,0.5407913444490491,0.57,3914,Stage 3,2230.98
1,48,2,9,4308,1,2,3,2,1,4,2,24,3,1,1,3,2,1,2,0,0.9275168993728258,0.66,4308,Stage 3,2843.28
2,12,2,3,1534,1,2,1,4,1,1,1,23,3,1,1,3,2,1,2,0,0.5335992251073685,0.75,1534,Stage 3,1150.5
4,18,4,0,2775,1,4,2,3,1,2,2,31,1,2,2,3,2,1,2,0,0.33088109403282584,0.66,2775,Stage 3,1831.5
1,40,4,6,5998,1,3,4,3,1,3,4,27,1,2,1,3,2,2,2,0,0.8913375626081449,0.48,5998,Stage 3,2879.04
3,15,4,3,1271,5,3,3,3,1,4,4,39,3,3,2,3,2,2,2,0,0.06550021280761131,0.3,1271,Stage 3,381.3
2,12,2,0,1295,1,2,3,2,1,1,3,25,3,1,1,3,2,1,2,0,0.848220713754375,0.5700000000000001,1295,Stage 3,738.1500000000001
2,36,2,1,9398,1,2,1,4,1,4,3,28,3,1,1,4,2,2,2,0,0.6577346931752348,0.5700000000000001,9398,Stage 3,5356.860000000001
2,12,2,2,951,2,2,4,2,1,4,3,27,1,1,4,3,2,1,2,0,0.8909764158507081,0.525,951,Stage 3,499.27500000000003
2,24,2,0,1355,1,2,3,2,1,4,3,25,3,2,1,2,2,2,2,0,0.7250031982422906,0.5700000000000001,1355,Stage 3,772.3500000000001
1,48,2,4,3051,1,3,3,3,1,4,3,54,3,2,1,3,2,1,2,0,0.7653103197021379,0.5700000000000001,3051,Stage 3,1739.0700000000002
4,36,4,0,7855,1,3,4,2,1,2,1,25,2,2,2,3,2,2,2,0,0.6948383840284558,0.75,7855,Stage 3,5891.25
4,18,2,3,433,1,1,3,2,2,4,1,22,3,1,1,3,2,1,2,0,0.5117205293187406,0.75,433,Stage 3,324.75
4,36,3,9,9572,1,2,1,1,1,1,3,28,3,2,2,3,2,1,2,0,0.7377671131008853,0.5700000000000001,9572,Stage 3,5456.040000000001
2,24,1,6,1837,1,4,4,2,1,4,4,34,1,3,1,2,2,1,2,0,0.9343053073135874,0.48,1837,Stage 3,881.76
2,30,4,0,4249,1,1,4,4,1,2,3,28,3,2,2,4,2,1,2,0,0.8730950931448352,0.5700000000000001,4249,Stage 3,2421.9300000000003
2,30,4,0,5234,1,1,4,4,1,2,3,28,3,2,2,4,2,1,2,0,0.8826848992083502,0.5700000000000001,5234,Stage 3,2983.38
1,48,2,3,6758,1,3,3,2,1,2,3,31,3,2,1,3,2,2,2,0,0.8545510182683258,0.5700000000000001,6758,Stage 3,3852.0600000000004
1,9,2,3,1366,1,2,3,2,1,4,2,22,3,1,1,3,2,1,2,0,0.7185855113328963,0.66,1366,Stage 3,901.5600000000001
1,24,1,10,1358,5,5,4,3,1,3,3,40,2,2,1,4,2,2,2,0,0.5929327792035388,0.38999999999999996,1358,Stage 3,529.6199999999999
1,18,2,2,2473,1,1,4,3,1,1,3,25,3,2,1,1,2,1,2,0,0.623576017390542,0.5700000000000001,2473,Stage 3,1409.6100000000001
3,9,0,3,1337,1,2,4,3,1,2,3,34,3,2,2,4,2,2,2,0,0.5179892116505179,0.5700000000000001,1337,Stage 3,762.09
1,48,2,0,7763,1,5,4,3,1,4,4,42,1,3,1,4,2,1,2,0,0.9528908067399596,0.48,7763,Stage 3,3726.24
2,15,1,0,1264,2,3,2,4,1,2,2,25,3,1,1,3,2,1,2,0,0.8491086305131942,0.615,1264,Stage 3,777.36
2,15,2,0,2631,2,3,2,2,1,4,3,28,3,1,2,3,2,2,2,0,0.7578325018263503,0.525,2631,Stage 3,1381.275
2,48,2,0,6560,2,4,3,3,1,2,2,24,3,2,1,3,2,1,2,0,0.7844050125364979,0.615,6560,Stage 3,4034.4
1,24,2,0,3123,1,2,4,2,1,1,2,27,3,2,1,3,2,1,2,0,0.8899946222792083,0.66,3123,Stage 3,2061.1800000000003
1,36,4,6,8065,1,3,3,2,1,2,4,25,3,2,2,4,2,2,2,0,0.9268031533503923,0.48,8065,Stage 3,3871.2
1,24,2,3,2439,1,2,4,2,1,4,1,35,3,2,1,3,2,2,2,0,0.6310727149078601,0.75,2439,Stage 3,1829.25
2,36,2,2,9034,2,2,4,3,2,1,4,29,3,1,1,4,2,2,2,0,0.9343514589899626,0.435,9034,Stage 3,3929.79
2,60,2,0,14027,1,4,4,3,1,2,4,27,3,2,1,4,2,2,2,0,0.9557918022391945,0.48,14027,Stage 3,6732.96
1,36,4,1,9629,1,4,4,3,1,4,3,24,3,2,2,3,2,2,2,0,0.5255418367871101,0.5700000000000001,9629,Stage 3,5488.530000000001
2,12,2,3,1484,5,3,2,4,1,1,1,25,3,2,1,3,2,2,2,0,0.16470015943122518,0.57,1484,Stage 3,845.8799999999999
1,18,2,2,1131,1,1,4,2,1,2,3,33,3,2,1,3,2,1,2,0,0.795198582724234,0.5700000000000001,1131,Stage 3,644.6700000000001
2,24,3,2,2064,1,1,3,2,1,2,2,34,3,2,1,4,2,2,2,0,0.6280817054663841,0.66,2064,Stage 3,1362.24
2,18,2,1,12976,1,1,3,2,1,4,4,38,3,3,1,4,2,2,2,0,0.6570404201032819,0.48,12976,Stage 3,6228.48
4,21,3,9,2580,3,2,4,3,1,2,1,41,1,2,1,2,1,1,2,0,0.2707755227339911,0.66,2580,Stage 3,1702.8000000000002
4,27,2,0,2570,1,3,3,2,1,3,1,21,3,1,1,3,2,1,2,0,0.6495104804390889,0.75,2570,Stage 3,1927.5
2,27,2,9,3915,1,3,4,3,1,2,3,36,3,2,1,3,1,2,2,0,0.6454510021262609,0.5700000000000001,3915,Stage 3,2231.55
4,10,2,0,1309,5,3,4,3,3,4,2,27,3,2,1,2,2,1,2,0,0.07910370116317933,0.48,1309,Stage 3,628.3199999999999
1,24,2,0,4817,1,4,2,3,2,3,2,31,3,2,1,3,2,2,2,0,0.7744096447983706,0.66,4817,Stage 3,3179.2200000000003
1,12,2,0,2579,1,2,4,3,1,1,1,33,3,2,1,2,1,1,2,0,0.7559814338890914,0.75,2579,Stage 3,1934.25
2,36,3,0,2225,1,5,4,3,1,4,4,57,1,3,2,3,2,2,2,0,0.7891017568449309,0.48,2225,Stage 3,1068.0
1,18,2,2,4153,1,3,2,3,2,3,3,42,3,2,1,3,2,1,2,0,0.6990793567085165,0.5700000000000001,4153,Stage 3,2367.21
1,18,0,2,3114,1,2,1,2,1,4,2,26,3,1,1,3,2,1,2,0,0.8799662264002257,0.66,3114,Stage 3,2055.2400000000002
1,18,4,2,2124,1,3,4,2,1,4,1,24,3,1,2,3,2,1,2,0,0.7557379300231679,0.75,2124,Stage 3,1593.0
1,18,1,2,1553,1,3,4,3,1,3,3,44,1,2,1,3,2,1,2,0,0.853149556779844,0.5700000000000001,1553,Stage 3,885.2100000000002
1,30,2,2,2406,1,4,4,2,1,4,1,23,3,1,1,3,2,1,2,0,0.8360293204657323,0.75,2406,Stage 3,1804.5
1,24,3,0,1333,1,1,4,3,1,2,1,43,3,3,2,3,1,1,2,0,0.8187187255801859,0.75,1333,Stage 3,999.75
1,48,0,2,7119,1,3,3,3,1,4,4,53,3,3,2,3,1,1,2,0,0.950246626096843,0.48,7119,Stage 3,3417.12
1,24,3,0,4870,1,3,3,3,1,4,4,53,3,3,2,3,1,1,2,0,0.8367716901539608,0.48,4870,Stage 3,2337.6
1,12,4,0,691,1,5,4,3,1,3,2,35,3,2,2,3,2,1,2,0,0.5537313330538236,0.66,691,Stage 3,456.06
1,42,3,3,4370,1,4,3,3,1,2,2,26,1,2,2,3,1,2,2,0,0.7904177528298555,0.66,4370,Stage 3,2884.2000000000003
1,36,1,2,2746,1,5,4,3,1,4,3,31,1,2,1,3,2,1,2,0,0.8931503766606796,0.5700000000000001,2746,Stage 3,1565.2200000000003
1,24,0,2,4110,1,5,3,3,1,4,4,23,1,1,2,3,1,1,2,0,0.9540712789510405,0.48,4110,Stage 3,1972.8
1,18,2,2,2462,1,3,2,3,1,2,3,22,3,2,1,3,2,1,2,0,0.6050943420974699,0.5700000000000001,2462,Stage 3,1403.3400000000001
1,12,2,2,1282,1,3,2,2,1,4,3,20,3,1,1,3,2,1,2,0,0.7527458384677472,0.5700000000000001,1282,Stage 3,730.7400000000001
2,12,0,2,2969,1,2,4,2,1,3,2,25,3,1,2,3,2,1,2,0,0.9128268550159899,0.66,2969,Stage 3,1959.5400000000002
1,48,0,1,4605,1,5,3,3,1,4,4,24,3,3,2,3,1,1,2,0,0.8324425205228817,0.48,4605,Stage 3,2210.4
1,48,4,1,6331,1,5,4,3,1,4,4,46,3,3,2,3,2,2,2,0,0.5229258450786476,0.48,6331,Stage 3,3038.88
1,24,1,2,3552,1,4,3,3,1,4,3,27,1,2,1,3,2,1,2,0,0.8603949280231387,0.5700000000000001,3552,Stage 3,2024.6400000000003
1,12,1,0,697,1,2,4,3,1,2,3,46,1,2,2,3,2,2,2,0,0.914193969542335,0.5700000000000001,697,Stage 3,397.29
1,24,2,0,1442,1,4,4,2,1,4,3,23,3,1,2,3,2,1,2,0,0.928796429098056,0.5700000000000001,1442,Stage 3,821.94
1,27,0,9,5293,1,1,2,3,1,4,2,50,3,2,2,3,2,2,2,0,0.8371390717122045,0.66,5293,Stage 3,3493.38
1,21,3,6,3414,1,2,2,3,1,1,2,26,2,2,2,3,2,1,2,0,0.8327563316383615,0.66,3414,Stage 3,2253.2400000000002
1,18,2,2,2039,1,3,1,2,1,4,1,20,3,1,1,3,2,1,2,0,0.6831997156706284,0.75,2039,Stage 3,1529.25
1,24,1,9,3161,1,3,4,3,1,2,2,31,1,1,1,3,2,2,2,0,0.9327433883930566,0.66,3161,Stage 3,2086.26
1,12,2,8,902,1,4,4,4,1,4,2,21,3,1,1,3,2,1,2,0,0.516450128707056,0.66,902,Stage 3,595.32
1,48,2,1,10297,1,4,4,3,1,4,4,39,3,3,3,3,1,2,2,0,0.8245813612904052,0.48,10297,Stage 3,4942.5599999999995
2,48,0,9,14421,1,3,2,3,1,2,3,25,2,2,1,3,2,2,2,0,0.9463104225999689,0.5700000000000001,14421,Stage 3,8219.970000000001
2,18,4,0,1056,1,5,3,3,3,3,1,30,3,2,2,3,2,1,2,0,0.2474220918155825,0.75,1056,Stage 3,792.0
1,12,2,0,1274,1,2,3,2,1,1,1,37,1,2,1,2,2,1,2,0,0.828276558793051,0.75,1274,Stage 3,955.5
2,12,2,0,1223,1,5,1,1,1,1,1,46,3,1,2,3,2,1,2,0,0.7409803440804457,0.75,1223,Stage 3,917.25
1,12,2,0,1372,1,4,2,1,1,3,3,36,3,2,1,3,2,1,2,0,0.7790185262271274,0.5700000000000001,1372,Stage 3,782.0400000000001
1,16,4,0,2625,1,5,2,3,3,4,2,43,3,1,1,3,2,2,1,0,0.11473792138107342,0.66,2625,Stage 3,1732.5
1,20,4,0,2235,1,3,4,4,3,2,2,33,1,1,2,3,2,1,1,0,0.5757796922992007,0.66,2235,Stage 3,1475.1000000000001
2,9,2,2,959,1,3,1,2,1,2,3,29,1,2,1,3,2,1,2,0,0.5428745929145308,0.5700000000000001,959,Stage 3,546.6300000000001
2,18,4,0,884,1,5,4,3,1,4,3,36,3,2,1,3,1,2,2,0,0.40051873283675143,0.5700000000000001,884,Stage 3,503.88000000000005
2,24,2,0,1246,1,2,4,3,1,2,1,23,1,2,1,2,2,1,2,0,0.764536883868007,0.75,1246,Stage 3,934.5
